product_id,product_name,category_Furniture,category_Office Supplies,category_Technology,sub_category_Accessories,sub_category_Appliances,sub_category_Art,sub_category_Binders,sub_category_Bookcases,sub_category_Chairs,sub_category_Copiers,sub_category_Envelopes,sub_category_Fasteners,sub_category_Furnishings,sub_category_Labels,sub_category_Machines,sub_category_Paper,sub_category_Phones,sub_category_Storage,sub_category_Supplies,sub_category_Tables
OFF/APP-000948,"Hamilton Beach Blender, Silver",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000482,Eldon Cleatmat Chair Mats for Medium Pile Carpets,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TEC/MAC-003484,Swingline SM12-08 MicroCut Jam Free Shredder,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FUR/FUR-000417,"Dana Fluorescent Magnifying Lamp, White, 36""",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
FUR/FUR-000539,"Executive Impressions 13"" Clairmont Wall Clock",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/ART-001061,Avery Fluorescent Highlighter Four-Color Set,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003328,Cisco TelePresence System EX90 Videoconferencing Unit,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FUR/FUR-000469,Document Clip Frames,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/LAB-001978,Avery 501,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/STO-002543,Crate-A-Files,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/ACC-003065,"Logitech Wireless Boombox Speaker - portable - wireless, wired",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003551,Cisco 8x8 Inc. 6753i IP Business Phone System,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TEC/COP-003279,"HP Ink, High-Speed",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002046,"Harbour Creations Round Labels, Laser Printer Compatible",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/SUP-002817,"Elite Box Cutter, High Speed",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
OFF/ART-001110,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001103,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/APP-001033,"KitchenAid Microwave, Black",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000041,"Dania 3-Shelf Cabinet, Mobile",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000598,"Rubbermaid Door Stop, Duo Pack",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
FUR/FUR-000436,DAX Wood Document Frame,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/LAB-001981,Avery 505,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/ACC-002975,"Enermax Numeric Keypad, USB",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/COP-003248,"Hewlett Fax Machine, Digital",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001381,"Avery 3-Hole Punch, Recycled",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000213,"Harbour Creations Chairmat, Black",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001060,American Pencil,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001648,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-001967,Avery 492,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/PAP-002368,Xerox 1919,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/PHO-003754,Samsung Galaxy S4 Active,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/CHA-000265,"Hon Steel Folding Chair, Adjustable",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000601,"Rubbermaid Frame, Black",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/FAS-001939,"Stockwell Thumb Tacks, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/ENV-001727,"GlobeWeis Interoffice Envelope, Recycled",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/SUP-002883,"Kleencut Shears, Easy Grip",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/COP-003277,"HP Ink, Color",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002023,"Avery Shipping Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/COP-003278,"HP Ink, Digital",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/STO-002758,Tennsco Commercial Shelving,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/CHA-000311,Office Star - Mesh Screen back chair with Vinyl seat,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002404,Xerox 1951,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/PHO-003687,"Nokia Signal Booster, VoIP",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/BIN-001506,GBC Prestige Therm-A-Bind Covers,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001468,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002499,"Xerox Cards & Envelopes, Premium",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
FUR/BOO-000090,"Ikea Stackable Bookrack, Mobile",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002014,"Avery Removable Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/STO-002715,"Smead Trays, Industrial",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/PHO-003690,"Nokia Smart Phone, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/PAP-002228,"Green Bar Parchment Paper, Premium",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/ART-001303,"Stanley Canvas, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000044,"Dania Classic Bookcase, Metal",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002009,"Avery Legal Exhibit Labels, 5000 Label Set",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/LAB-001949,Avery 476,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/LAB-002090,"Novimex Round Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/LAB-002038,"Harbour Creations Legal Exhibit Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
FUR/FUR-000602,"Rubbermaid Frame, Duo Pack",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/PAP-002258,"SanDisk Cards & Envelopes, Recycled",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/COP-003211,"Canon Copy Machine, High-Speed",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000262,"Hon Rocking Chair, Black",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
FUR/BOO-000127,"Safco Library with Doors, Pine",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002549,Economy Rollaway Files,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/PHO-003700,Ooma Telo VoIP Home Phone System,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/ENV-001777,"Kraft Interoffice Envelope, Recycled",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/COP-003225,"Canon Ink, Digital",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001833,"Accos Rubber Bands, Bulk Pack",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/PAP-002348,Xerox 190,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
FUR/FUR-000425,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/BIN-001532,"Ibico 3-Hole Punch, Economy",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000274,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002036,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/PHO-003671,"Nokia Audio Dock, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/ART-001071,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001186,"Eberhard Faber 3 1/2"" Golf Pencils",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/ACC-002994,Imation Swivel Flash Drive USB flash drive - 8 GB,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002663,"Rogers Folders, Blue",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TEC/PHO-003686,"Nokia Signal Booster, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/FAS-001887,"OIC Clamps, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/ENV-001707,"Cameo Manila Envelope, Recycled",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/STO-002704,"Smead Folders, Single Width",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/LAB-002008,"Avery File Folder Labels, Laser Printer Compatible",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/LAB-002042,"Harbour Creations Removable Labels, Laser Printer Compatible",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/ART-001306,"Stanley Highlighters, Blue",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001870,"Advantus Thumb Tacks, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/PAP-002168,"Eaton Message Books, Premium",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/LAB-002103,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/ART-001199,Newell 308,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003604,Griffin GC17055 Auxiliary Audio Cable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TEC/ACC-003166,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001533,"Ibico 3-Hole Punch, Recycled",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002084,"Novimex Legal Exhibit Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/LAB-002105,"Smead Color Coded Labels, 5000 Label Set",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
FUR/TAB-000781,Hon 94000 Series Round Tables,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
OFF/ENV-001801,Poly String Tie Envelopes,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/PHO-003538,AT&T TR1909W,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/FAS-001927,"Stockwell Push Pins, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/STO-002656,"Rogers Box, Industrial",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/BIN-001456,"Cardinal Hole Reinforcements, Clear",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001767,"Jiffy Peel and Seal, Security-Tint",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/STO-002696,"Smead Box, Industrial",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/SUP-002880,"Kleencut Scissors, High Speed",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/ACC-002930,"Belkin Keyboard, Bluetooth",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001670,"Ames Clasp Envelope, with clear poly window",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/PHO-003694,"Nokia Speaker Phone, VoIP",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/TAB-000746,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR/CHA-000328,"Office Star Rocking Chair, Adjustable",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002109,"Smead File Folder Labels, 5000 Label Set",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
FUR/FUR-000643,"Tenex Door Stop, Erganomic",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/SUP-002881,"Kleencut Scissors, Serrated",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/PHO-003771,"Samsung Smart Phone, Cordless",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/TAB-000740,Bush Advantage Collection Racetrack Conference Table,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
OFF/ENV-001683,"Ames Manila Envelope, with clear poly window",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FUR/BOO-000154,"Sauder Floating Shelf Set, Pine",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000450,"Deflect-O Frame, Black",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/FAS-001838,"Accos Staples, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/FAS-001820,"Accos Clamps, 12 Pack",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/SUP-002919,"Stiletto Trimmer, High Speed",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/COP-003214,"Canon Fax and Copier, Digital",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TEC/MAC-003377,"Konica Inkjet, Durable",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OFF/STO-002603,"Fellowes Lockers, Industrial",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/SUP-002905,"Stiletto Letter Opener, Steel",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/COP-003233,"Canon Personal Copier, Digital",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003667,"Motorola Speaker Phone, VoIP",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/LAB-001965,Avery 490,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/STO-002726,Sterilite Show Offs Storage Containers,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/BOO-000101,O'Sullivan Living Dimensions 2-Shelf Bookcases,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001834,"Accos Rubber Bands, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FUR/BOO-000079,"Ikea Corner Shelving, Pine",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001256,Peel-Off China Markers,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001687,"Ames Peel and Seal, with clear poly window",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FUR/CHA-000199,"Global Stack Chair without Arms, Black",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001663,Airmail Envelopes,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/PHO-003612,Innergie mMini Combo Duo USB Travel Charging Kit,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/STO-002719,Space Solutions Commercial Steel Shelving,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/ART-001274,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/APP-000940,Fellowes Advanced Computer Series Surge Protectors,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001485,GBC DocuBind 200 Manual Binding Machine,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001476,Fellowes Black Plastic Comb Bindings,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/ACC-002999,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001426,Avery Round Ring Poly Binders,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000339,"Office Star Swivel Stool, Set of Two",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001409,Avery Hole Reinforcements,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001692,"Cameo Business Envelopes, Recycled",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/BIN-001457,"Cardinal Hole Reinforcements, Durable",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002041,"Harbour Creations Removable Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/PAP-002256,"SanDisk Cards & Envelopes, Multicolor",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/ART-001308,"Stanley Highlighters, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003745,"Samsung Audio Dock, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FUR/BOO-000091,"Ikea Stackable Bookrack, Pine",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000193,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001559,Ibico Plastic and Wire Spiral Binding Combs,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000401,"Advantus Photo Frame, Durable",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/ART-001304,"Stanley Canvas, Water Color",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/CHA-000284,"Novimex Chairmat, Red",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000614,"Rubbermaid Stacking Tray, Durable",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/ART-001311,"Stanley Markers, Easy-Erase",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001749,"Jiffy Clasp Envelope, Recycled",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/ACC-003092,"Memorex Memory Card, Erganomic",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001655,Zipper Ring Binder Pockets,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002672,Rogers Profile Extra Capacity Storage Tub,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OFF/BIN-001580,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001447,"Cardinal Binding Machine, Clear",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/STO-002658,"Rogers Box, Wire Frame",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FUR/BOO-000069,"Ikea 3-Shelf Cabinet, Metal",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002018,"Avery Round Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/APP-000924,"Cuisinart Toaster, Red",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FUR/FUR-000572,Luxo Adjustable Task Clamp Lamp,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OFF/LAB-002048,"Harbour Creations Shipping Labels, Adjustable",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/PHO-003647,"Motorola Headset, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/APP-001041,"KitchenAid Stove, Black",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001676,"Ames Mailers, Recycled",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/COP-003232,"Canon Personal Copier, Color",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002277,"SanDisk Parchment Paper, Recycled",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/LAB-002043,"Harbour Creations Round Labels, 5000 Label Set",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OFF/APP-000936,Euro-Pro Shark Turbo Vacuum,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002446,Xerox 1990,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/PHO-003645,Motorola Droid Maxx,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/PAP-002399,Xerox 1947,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/PAP-002345,Xerox 1898,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TEC/MAC-003409,"Okidata Card Printer, White",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OFF/ENV-001754,"Jiffy Interoffice Envelope, Security-Tint",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/SUP-002890,"Kleencut Trimmer, Steel",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TEC/ACC-003039,"Logitech Mouse, Bluetooth",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ART-001114,"Binney & Smith Markers, Fluorescent",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/LAB-002095,"Novimex Shipping Labels, Alphabetical",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TEC/PHO-003513,"Apple Office Telephone, Full Size",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/BIN-001537,"Ibico Binder Covers, Recycled",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/ENV-001725,"GlobeWeis Clasp Envelope, Set of 50",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OFF/ENV-001762,"Jiffy Manila Envelope, Security-Tint",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TEC/ACC-003093,"Memorex Memory Card, Programmable",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TEC/PHO-003759,"Samsung Headset, with Caller ID",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OFF/ENV-001792,"Kraft Peel and Seal, with clear poly window",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FUR/CHA-000302,"Novimex Swivel Stool, Red",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OFF/BIN-001355,"Acco Hole Reinforcements, Durable",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/FAS-001900,"OIC Rubber Bands, Metal",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OFF/BIN-001440,"Cardinal Binder Covers, Durable",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OFF/PAP-002468,Xerox 209,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
OFF/STO-002682,Safco Commercial Shelving,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
