Product_ID,Category,Sub-Category,Product_Name
OFF/STO-002732,Office Supplies,Storage,"Tenex Box, Wire Frame"
TEC/MAC-003387,Technology,Machines,"Konica Printer, White"
TEC/ACC-003048,Technology,Accessories,"Logitech Router, Erganomic"
TEC/COP-003300,Technology,Copiers,"Sharp Fax Machine, High-Speed"
TEC/MAC-003482,Technology,Machines,"StarTech Receipt Printer, Wireless"
FUR/FUR-000635,Furniture,Furnishings,"Tenex Clock, Black"
FUR/CHA-000223,Furniture,Chairs,Harbour Creations Steel Folding Chair
OFF/FAS-001910,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
OFF/STO-002583,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer
OFF/APP-000966,Office Supplies,Appliances,"Hamilton Beach Toaster, Black"
FUR/CHA-000210,Furniture,Chairs,"Harbour Creations Bag Chairs, Red"
OFF/BIN-001334,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled"
OFF/LAB-002070,Office Supplies,Labels,"Hon Shipping Labels, 5000 Label Set"
OFF/FAS-001894,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes"
FUR/BOO-000116,Furniture,Bookcases,"Safco Classic Bookcase, Traditional"
OFF/ART-001095,Office Supplies,Art,"BIC Sketch Pad, Blue"
FUR/CHA-000299,Furniture,Chairs,Novimex Swivel Fabric Task Chair
OFF/PAP-002150,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
FUR/BOO-000080,Furniture,Bookcases,"Ikea Corner Shelving, Traditional"
FUR/BOO-000071,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine"
OFF/BIN-001336,Office Supplies,Binders,"Acco Binder Covers, Durable"
OFF/PAP-002192,Office Supplies,Paper,"Enermax Message Books, 8.5 x 11"
FUR/CHA-000225,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black"
OFF/PAP-002146,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors"
FUR/CHA-000324,Furniture,Chairs,"Office Star Executive Leather Armchair, Black"
TEC/COP-003237,Technology,Copiers,"Canon Wireless Fax, Digital"
OFF/PAP-002425,Office Supplies,Paper,Xerox 1971
TEC/ACC-002983,Technology,Accessories,Hypercom P1300 Pinpad
OFF/STO-002671,Office Supplies,Storage,"Rogers Lockers, Wire Frame"
FUR/CHA-000238,Furniture,Chairs,"Hon Bag Chairs, Adjustable"
OFF/BIN-001455,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
TEC/PHO-003734,Technology,Phones,PowerGen Dual USB Car Charger
OFF/ART-001119,Office Supplies,Art,"Binney & Smith Pens, Blue"
TEC/MAC-003469,Technology,Machines,"StarTech Inkjet, White"
OFF/ENV-001738,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, with clear poly window"
FUR/FUR-000507,Furniture,Furnishings,"Eldon Frame, Durable"
OFF/FAS-001929,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes"
OFF/LAB-002056,Office Supplies,Labels,"Hon File Folder Labels, Adjustable"
TEC/PHO-003747,Technology,Phones,"Samsung Audio Dock, with Caller ID"
FUR/TAB-000715,Furniture,Tables,"Bevis Oval Conference Table, Walnut"
OFF/LAB-001970,Office Supplies,Labels,Avery 495
OFF/STO-002573,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
FUR/CHA-000228,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable"
TEC/COP-003267,Technology,Copiers,"HP Copy Machine, High-Speed"
FUR/CHA-000323,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable"
OFF/STO-002737,Office Supplies,Storage,"Tenex Folders, Blue"
OFF/APP-000844,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
FUR/BOO-000061,Furniture,Bookcases,"Dania Stackable Bookrack, Pine"
TEC/PHO-003523,Technology,Phones,"Apple Speaker Phone, Cordless"
OFF/FAS-001848,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes"
TEC/ACC-003088,Technology,Accessories,"Memorex Keyboard, Erganomic"
TEC/PHO-003552,Technology,Phones,"Cisco Audio Dock, Cordless"
OFF/STO-002692,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
OFF/BIN-001539,Office Supplies,Binders,"Ibico Binder, Durable"
OFF/SUP-002916,Office Supplies,Supplies,"Stiletto Shears, Serrated"
TEC/COP-003261,Technology,Copiers,"Hewlett Personal Copier, Laser"
TEC/MAC-003451,Technology,Machines,"Panasonic Receipt Printer, Red"
OFF/ART-001073,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip"
OFF/ART-001240,Office Supplies,Art,Newell 345
OFF/BIN-001526,Office Supplies,Binders,GBC Wire Binding Combs
OFF/PAP-002338,Office Supplies,Paper,Xerox 1891
OFF/SUP-002780,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
TEC/ACC-003053,Technology,Accessories,Logitech Wireless Gaming Headset G930
OFF/BIN-001534,Office Supplies,Binders,"Ibico Binder Covers, Clear"
OFF/ENV-001705,Office Supplies,Envelopes,"Cameo Mailers, Set of 50"
FUR/CHA-000197,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo"
OFF/ART-001224,Office Supplies,Art,Newell 330
OFF/STO-002537,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
OFF/STO-002655,Office Supplies,Storage,"Rogers Box, Blue"
FUR/CHA-000314,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
FUR/CHA-000191,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
OFF/ART-001248,Office Supplies,Art,Newell Chalk Holder
OFF/STO-002542,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System"
OFF/FAS-001857,Office Supplies,Fasteners,"Advantus Push Pins, Metal"
TEC/ACC-003036,Technology,Accessories,"Logitech Memory Card, Erganomic"
TEC/PHO-003654,Technology,Phones,"Motorola Office Telephone, Cordless"
FUR/BOO-000060,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile"
OFF/BIN-001466,Office Supplies,Binders,Catalog Binders with Expanding Posts
OFF/STO-002668,Office Supplies,Storage,"Rogers Lockers, Blue"
OFF/ART-001075,Office Supplies,Art,"BIC Canvas, Easy-Erase"
TEC/COP-003309,Technology,Copiers,"Sharp Personal Copier, Laser"
TEC/PHO-003565,Technology,Phones,"Cisco Office Telephone, with Caller ID"
TEC/PHO-003689,Technology,Phones,"Nokia Smart Phone, Cordless"
OFF/BIN-001530,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear"
FUR/CHA-000218,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red"
FUR/FUR-000613,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black"
TEC/ACC-003156,Technology,Accessories,"SanDisk Mouse, Programmable"
TEC/MAC-003431,Technology,Machines,"Panasonic Calculator, Wireless"
TEC/PHO-003517,Technology,Phones,"Apple Signal Booster, Full Size"
TEC/PHO-003519,Technology,Phones,"Apple Signal Booster, with Caller ID"
OFF/FAS-001844,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes"
FUR/TAB-000755,Furniture,Tables,"Chromcraft Computer Table, with Bottom Storage"
OFF/BIN-001339,Office Supplies,Binders,"Acco Binder, Clear"
OFF/FAS-001892,Office Supplies,Fasteners,"OIC Paper Clips, Metal"
OFF/BIN-001623,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable"
OFF/ART-001090,Office Supplies,Art,"BIC Pencil Sharpener, Water Color"
OFF/ENV-001779,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50"
TEC/COP-003302,Technology,Copiers,"Sharp Ink, Color"
FUR/FUR-000649,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack"
FUR/CHA-000212,Furniture,Chairs,"Harbour Creations Chairmat, Adjustable"
OFF/ART-001283,Office Supplies,Art,"Sanford Markers, Easy-Erase"
TEC/MAC-003370,Technology,Machines,"Konica Calculator, Red"
TEC/PHO-003666,Technology,Phones,"Motorola Speaker Phone, Full Size"
TEC/COP-003196,Technology,Copiers,"Brother Fax Machine, Laser"
OFF/FAS-001907,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack"
FUR/CHA-000361,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two"
FUR/CHA-000224,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable"
OFF/ART-001163,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
OFF/PAP-002204,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
OFF/STO-002738,Office Supplies,Storage,"Tenex Folders, Industrial"
TEC/PHO-003644,Technology,Phones,"Motorola Audio Dock, with Caller ID"
OFF/ENV-001757,Office Supplies,Envelopes,"Jiffy Mailers, Recycled"
FUR/FUR-000530,Furniture,Furnishings,Eldon Wave Desk Accessories
OFF/FAS-001923,Office Supplies,Fasteners,Stockwell Push Pins
OFF/APP-000944,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
OFF/PAP-002434,Office Supplies,Paper,Xerox 198
TEC/PHO-003713,Technology,Phones,Panasonic KX-TG9471B
OFF/PAP-002281,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb."
TEC/COP-003268,Technology,Copiers,"HP Copy Machine, Laser"
OFF/SUP-002828,Office Supplies,Supplies,"Elite Scissors, High Speed"
FUR/FUR-000515,Furniture,Furnishings,"Eldon Light Bulb, Durable"
TEC/PHO-003684,Technology,Phones,"Nokia Office Telephone, with Caller ID"
OFF/LAB-002116,Office Supplies,Labels,"Smead Legal Exhibit Labels, Laser Printer Compatible"
TEC/PHO-003663,Technology,Phones,"Motorola Smart Phone, Full Size"
OFF/ART-001112,Office Supplies,Art,"Binney & Smith Markers, Blue"
OFF/ART-001187,Office Supplies,Art,Economy #2 Pencils
OFF/ENV-001764,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window"
FUR/FUR-000641,Furniture,Furnishings,"Tenex Door Stop, Duo Pack"
OFF/PAP-002190,Office Supplies,Paper,"Enermax Memo Slips, Premium"
TEC/ACC-003087,Technology,Accessories,"Memorex Keyboard, Bluetooth"
OFF/STO-002596,Office Supplies,Storage,"Fellowes File Cart, Wire Frame"
OFF/STO-002612,Office Supplies,Storage,"Fellowes Shelving, Industrial"
FUR/CHA-000174,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
TEC/ACC-003112,Technology,Accessories,"Memorex Router, Erganomic"
OFF/LAB-002044,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable"
OFF/ART-001064,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
OFF/APP-001010,Office Supplies,Appliances,"Hoover Stove, Red"
OFF/BIN-001578,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
OFF/STO-002538,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
FUR/FUR-000625,Office Supplies,Storage,Staples
TEC/ACC-002987,Technology,Accessories,Imation 30456 USB Flash Drive 8GB
OFF/PAP-002333,Office Supplies,Paper,Xerox 1887
OFF/PAP-002416,Office Supplies,Paper,Xerox 1963
TEC/MAC-003362,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
FUR/CHA-000217,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
OFF/SUP-002847,Office Supplies,Supplies,"Fiskars Letter Opener, Steel"
OFF/STO-002579,Office Supplies,Storage,"Eldon Trays, Blue"
OFF/STO-002748,Office Supplies,Storage,"Tenex Shelving, Blue"
FUR/FUR-000498,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
OFF/BIN-001566,Office Supplies,Binders,Insertable Tab Post Binder Dividers
OFF/BIN-001523,Office Supplies,Binders,GBC VeloBinder Manual Binding System
OFF/PAP-002335,Office Supplies,Paper,Xerox 1889
OFF/STO-002630,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
OFF/BIN-001448,Office Supplies,Binders,"Cardinal Binding Machine, Durable"
TEC/ACC-002940,Technology,Accessories,"Belkin Mouse, Programmable"
OFF/PAP-002276,Office Supplies,Paper,"SanDisk Parchment Paper, Premium"
FUR/CHA-000335,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two"
OFF/ART-001276,Office Supplies,Art,"Sanford Highlighters, Easy-Erase"
OFF/BIN-001391,Office Supplies,Binders,"Avery Binder, Recycled"
OFF/FAS-001922,Office Supplies,Fasteners,"Stockwell Paper Clips, Metal"
FUR/FUR-000608,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic"
OFF/SUP-002865,Office Supplies,Supplies,"Fiskars Trimmer, Steel"
TEC/PHO-003732,Technology,Phones,Polycom VoiceStation 500 Conference phone
TEC/ACC-002935,Technology,Accessories,"Belkin Memory Card, Erganomic"
OFF/LAB-002081,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible"
OFF/ART-001227,Office Supplies,Art,Newell 333
OFF/PAP-002419,Office Supplies,Paper,Xerox 1966
OFF/PAP-002420,Office Supplies,Paper,Xerox 1967
OFF/APP-000875,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer
OFF/ART-001245,Office Supplies,Art,Newell 35
OFF/BIN-001420,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
FUR/TAB-000675,Furniture,Tables,Balt Solid Wood Round Tables
FUR/TAB-000739,Furniture,Tables,Bretford Rectangular Conference Table Tops
FUR/TAB-000777,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
OFF/PAP-002367,Office Supplies,Paper,Xerox 1918
OFF/PAP-002376,Office Supplies,Paper,Xerox 1926
OFF/APP-000860,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
OFF/BIN-001519,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
OFF/PAP-002178,Office Supplies,Paper,EcoTones Memo Sheets
OFF/PAP-002410,Office Supplies,Paper,Xerox 1957
OFF/PAP-002357,Office Supplies,Paper,Xerox 1909
OFF/LAB-002066,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set"
OFF/STO-002703,Office Supplies,Storage,"Smead Folders, Industrial"
TEC/PHO-003673,Technology,Phones,"Nokia Audio Dock, with Caller ID"
OFF/SUP-002843,Office Supplies,Supplies,"Fiskars Box Cutter, Steel"
FUR/BOO-000117,Furniture,Bookcases,"Safco Corner Shelving, Metal"
OFF/ENV-001771,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint"
OFF/LAB-002111,Office Supplies,Labels,"Smead File Folder Labels, Alphabetical"
OFF/APP-000898,Office Supplies,Appliances,"Breville Toaster, Red"
FUR/BOO-000025,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
OFF/STO-002711,Office Supplies,Storage,"Smead Shelving, Industrial"
OFF/BIN-001394,Office Supplies,Binders,"Avery Binding Machine, Economy"
OFF/APP-000948,Office Supplies,Appliances,"Hamilton Beach Blender, Silver"
FUR/FUR-000482,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets
TEC/MAC-003484,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder
FUR/FUR-000417,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
FUR/FUR-000539,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"
OFF/ART-001061,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
TEC/MAC-003328,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
FUR/FUR-000469,Furniture,Furnishings,Document Clip Frames
OFF/LAB-001978,Office Supplies,Labels,Avery 501
OFF/STO-002543,Office Supplies,Storage,Crate-A-Files
TEC/ACC-003065,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
TEC/PHO-003551,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
TEC/COP-003279,Technology,Copiers,"HP Ink, High-Speed"
OFF/LAB-002046,Office Supplies,Labels,"Harbour Creations Round Labels, Laser Printer Compatible"
OFF/SUP-002817,Office Supplies,Supplies,"Elite Box Cutter, High Speed"
OFF/ART-001110,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
OFF/ART-001103,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
OFF/APP-001033,Office Supplies,Appliances,"KitchenAid Microwave, Black"
FUR/BOO-000041,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile"
FUR/FUR-000598,Furniture,Furnishings,"Rubbermaid Door Stop, Duo Pack"
FUR/FUR-000436,Furniture,Furnishings,DAX Wood Document Frame
OFF/LAB-001981,Office Supplies,Labels,Avery 505
TEC/ACC-002975,Technology,Accessories,"Enermax Numeric Keypad, USB"
TEC/COP-003248,Technology,Copiers,"Hewlett Fax Machine, Digital"
OFF/BIN-001381,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled"
FUR/CHA-000213,Furniture,Chairs,"Harbour Creations Chairmat, Black"
OFF/ART-001060,Office Supplies,Art,American Pencil
OFF/BIN-001648,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
OFF/LAB-001967,Office Supplies,Labels,Avery 492
OFF/PAP-002368,Office Supplies,Paper,Xerox 1919
TEC/PHO-003754,Technology,Phones,Samsung Galaxy S4 Active
FUR/CHA-000265,Furniture,Chairs,"Hon Steel Folding Chair, Adjustable"
FUR/FUR-000601,Furniture,Furnishings,"Rubbermaid Frame, Black"
OFF/FAS-001939,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal"
OFF/ENV-001727,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled"
OFF/SUP-002883,Office Supplies,Supplies,"Kleencut Shears, Easy Grip"
TEC/COP-003277,Technology,Copiers,"HP Ink, Color"
OFF/LAB-002023,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical"
TEC/COP-003278,Technology,Copiers,"HP Ink, Digital"
OFF/STO-002758,Office Supplies,Storage,Tennsco Commercial Shelving
FUR/CHA-000311,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat
OFF/PAP-002404,Office Supplies,Paper,Xerox 1951
TEC/PHO-003687,Technology,Phones,"Nokia Signal Booster, VoIP"
OFF/BIN-001506,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
OFF/BIN-001468,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
OFF/PAP-002499,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium"
FUR/BOO-000090,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile"
OFF/LAB-002014,Office Supplies,Labels,"Avery Removable Labels, Adjustable"
OFF/STO-002715,Office Supplies,Storage,"Smead Trays, Industrial"
TEC/PHO-003690,Technology,Phones,"Nokia Smart Phone, Full Size"
OFF/PAP-002228,Office Supplies,Paper,"Green Bar Parchment Paper, Premium"
OFF/ART-001303,Office Supplies,Art,"Stanley Canvas, Fluorescent"
FUR/BOO-000044,Furniture,Bookcases,"Dania Classic Bookcase, Metal"
OFF/LAB-002009,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set"
OFF/LAB-001949,Office Supplies,Labels,Avery 476
OFF/LAB-002090,Office Supplies,Labels,"Novimex Round Labels, Adjustable"
OFF/LAB-002038,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical"
FUR/FUR-000602,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack"
OFF/PAP-002258,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled"
TEC/COP-003211,Technology,Copiers,"Canon Copy Machine, High-Speed"
FUR/CHA-000262,Furniture,Chairs,"Hon Rocking Chair, Black"
FUR/BOO-000127,Furniture,Bookcases,"Safco Library with Doors, Pine"
OFF/STO-002549,Office Supplies,Storage,Economy Rollaway Files
TEC/PHO-003700,Technology,Phones,Ooma Telo VoIP Home Phone System
OFF/ENV-001777,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Recycled"
TEC/COP-003225,Technology,Copiers,"Canon Ink, Digital"
OFF/FAS-001833,Office Supplies,Fasteners,"Accos Rubber Bands, Bulk Pack"
OFF/PAP-002348,Office Supplies,Paper,Xerox 190
FUR/FUR-000425,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
OFF/BIN-001532,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy"
FUR/CHA-000274,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
OFF/LAB-002036,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set"
TEC/PHO-003671,Technology,Phones,"Nokia Audio Dock, Full Size"
OFF/ART-001071,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
OFF/ART-001186,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
TEC/ACC-002994,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB
OFF/STO-002663,Office Supplies,Storage,"Rogers Folders, Blue"
TEC/PHO-003686,Technology,Phones,"Nokia Signal Booster, Full Size"
OFF/FAS-001887,Office Supplies,Fasteners,"OIC Clamps, Metal"
OFF/ENV-001707,Office Supplies,Envelopes,"Cameo Manila Envelope, Recycled"
OFF/STO-002704,Office Supplies,Storage,"Smead Folders, Single Width"
OFF/LAB-002008,Office Supplies,Labels,"Avery File Folder Labels, Laser Printer Compatible"
OFF/LAB-002042,Office Supplies,Labels,"Harbour Creations Removable Labels, Laser Printer Compatible"
OFF/ART-001306,Office Supplies,Art,"Stanley Highlighters, Blue"
OFF/FAS-001870,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal"
OFF/PAP-002168,Office Supplies,Paper,"Eaton Message Books, Premium"
OFF/LAB-002103,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
OFF/ART-001199,Office Supplies,Art,Newell 308
TEC/PHO-003604,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
TEC/ACC-003166,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
OFF/BIN-001533,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled"
OFF/LAB-002084,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Alphabetical"
OFF/LAB-002105,Office Supplies,Labels,"Smead Color Coded Labels, 5000 Label Set"
FUR/TAB-000781,Furniture,Tables,Hon 94000 Series Round Tables
OFF/ENV-001801,Office Supplies,Envelopes,Poly String Tie Envelopes
TEC/PHO-003538,Technology,Phones,AT&T TR1909W
OFF/FAS-001927,Office Supplies,Fasteners,"Stockwell Push Pins, Metal"
OFF/STO-002656,Office Supplies,Storage,"Rogers Box, Industrial"
OFF/BIN-001456,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear"
OFF/ENV-001767,Office Supplies,Envelopes,"Jiffy Peel and Seal, Security-Tint"
OFF/STO-002696,Office Supplies,Storage,"Smead Box, Industrial"
OFF/SUP-002880,Office Supplies,Supplies,"Kleencut Scissors, High Speed"
TEC/ACC-002930,Technology,Accessories,"Belkin Keyboard, Bluetooth"
OFF/ENV-001670,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window"
TEC/PHO-003694,Technology,Phones,"Nokia Speaker Phone, VoIP"
FUR/TAB-000746,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
FUR/CHA-000328,Furniture,Chairs,"Office Star Rocking Chair, Adjustable"
OFF/LAB-002109,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set"
FUR/FUR-000643,Furniture,Furnishings,"Tenex Door Stop, Erganomic"
OFF/SUP-002881,Office Supplies,Supplies,"Kleencut Scissors, Serrated"
TEC/PHO-003771,Technology,Phones,"Samsung Smart Phone, Cordless"
FUR/TAB-000740,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
OFF/ENV-001683,Office Supplies,Envelopes,"Ames Manila Envelope, with clear poly window"
FUR/BOO-000154,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine"
FUR/FUR-000450,Furniture,Furnishings,"Deflect-O Frame, Black"
OFF/FAS-001838,Office Supplies,Fasteners,"Accos Staples, Metal"
OFF/FAS-001820,Office Supplies,Fasteners,"Accos Clamps, 12 Pack"
OFF/SUP-002919,Office Supplies,Supplies,"Stiletto Trimmer, High Speed"
TEC/COP-003214,Technology,Copiers,"Canon Fax and Copier, Digital"
TEC/MAC-003377,Technology,Machines,"Konica Inkjet, Durable"
OFF/STO-002603,Office Supplies,Storage,"Fellowes Lockers, Industrial"
OFF/SUP-002905,Office Supplies,Supplies,"Stiletto Letter Opener, Steel"
TEC/COP-003233,Technology,Copiers,"Canon Personal Copier, Digital"
TEC/PHO-003667,Technology,Phones,"Motorola Speaker Phone, VoIP"
OFF/LAB-001965,Office Supplies,Labels,Avery 490
OFF/STO-002726,Office Supplies,Storage,Sterilite Show Offs Storage Containers
FUR/BOO-000101,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
OFF/FAS-001834,Office Supplies,Fasteners,"Accos Rubber Bands, Metal"
FUR/BOO-000079,Furniture,Bookcases,"Ikea Corner Shelving, Pine"
OFF/ART-001256,Office Supplies,Art,Peel-Off China Markers
OFF/ENV-001687,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window"
FUR/CHA-000199,Furniture,Chairs,"Global Stack Chair without Arms, Black"
OFF/ENV-001663,Office Supplies,Envelopes,Airmail Envelopes
TEC/PHO-003612,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
OFF/STO-002719,Office Supplies,Storage,Space Solutions Commercial Steel Shelving
OFF/ART-001274,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
OFF/APP-000940,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
OFF/BIN-001485,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
OFF/BIN-001476,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings
TEC/ACC-002999,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver 
OFF/BIN-001426,Office Supplies,Binders,Avery Round Ring Poly Binders
FUR/CHA-000339,Furniture,Chairs,"Office Star Swivel Stool, Set of Two"
OFF/BIN-001409,Office Supplies,Binders,Avery Hole Reinforcements
OFF/ENV-001692,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled"
OFF/BIN-001457,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable"
OFF/LAB-002041,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable"
OFF/PAP-002256,Office Supplies,Paper,"SanDisk Cards & Envelopes, Multicolor"
OFF/ART-001308,Office Supplies,Art,"Stanley Highlighters, Fluorescent"
TEC/PHO-003745,Technology,Phones,"Samsung Audio Dock, Full Size"
FUR/BOO-000091,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine"
FUR/CHA-000193,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
OFF/BIN-001559,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
FUR/FUR-000401,Furniture,Furnishings,"Advantus Photo Frame, Durable"
OFF/ART-001304,Office Supplies,Art,"Stanley Canvas, Water Color"
FUR/CHA-000284,Furniture,Chairs,"Novimex Chairmat, Red"
FUR/FUR-000614,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable"
